moviedialog_id	moviedialog_desc	moviedialog_prof0_trans_id	moviedialog_prof1_trans_id	moviedialog_prof2_trans_id	moviedialog_endscript	moviedialog_stage0_movieid	moviedialog_stage0_subtitle	moviedialog_stage0_npc_tmpid	moviedialog_stage0_action_idx	moviedialog_stage1_movieid	moviedialog_stage1_subtitle	moviedialog_stage1_npc_tmpid	moviedialog_stage1_action_idx	moviedialog_stage2_movieid	moviedialog_stage2_subtitle	moviedialog_stage2_npc_tmpid	moviedialog_stage2_action_idx	moviedialog_stage3_movieid	moviedialog_stage3_subtitle	moviedialog_stage3_npc_tmpid	moviedialog_stage3_action_idx	moviedialog_stage4_movieid	moviedialog_stage4_subtitle	moviedialog_stage4_npc_tmpid	moviedialog_stage4_action_idx	moviedialog_stage5_movieid	moviedialog_stage5_subtitle	moviedialog_stage5_npc_tmpid	moviedialog_stage5_action_idx	moviedialog_stage6_movieid	moviedialog_stage6_subtitle	moviedialog_stage6_npc_tmpid	moviedialog_stage6_action_idx	moviedialog_stage7_movieid	moviedialog_stage7_subtitle	moviedialog_stage7_npc_tmpid	moviedialog_stage7_action_idx	moviedialog_stage8_movieid	moviedialog_stage8_subtitle	moviedialog_stage8_npc_tmpid	moviedialog_stage8_action_idx	moviedialog_stage9_movieid	moviedialog_stage9_subtitle	moviedialog_stage9_npc_tmpid	moviedialog_stage9_action_idx	moviedialog_stage10_movieid	moviedialog_stage10_subtitle	moviedialog_stage10_npc_tmpid	moviedialog_stage10_action_idx	moviedialog_stage11_movieid	moviedialog_stage11_subtitle	moviedialog_stage11_npc_tmpid	moviedialog_stage11_action_idx	moviedialog_stage12_movieid	moviedialog_stage12_subtitle	moviedialog_stage12_npc_tmpid	moviedialog_stage12_action_idx	moviedialog_stage13_movieid	moviedialog_stage13_subtitle	moviedialog_stage13_npc_tmpid	moviedialog_stage13_action_idx	moviedialog_stage14_movieid	moviedialog_stage14_subtitle	moviedialog_stage14_npc_tmpid	moviedialog_stage14_action_idx
423	新81级任务18交	0	0	0		0	（惊讶）什么？魔王把狮心王复活了，还控制了他！	3562	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
424	新81级任务19接	0	0	0		0	阁下知道狮心王为什么会叛变，亚瑟王又是怎么打败他的么？	0	-1	0	我知道一些……	3562	-1	0	世人都认为狮心王是因为实力强大，功勋盖世，不甘心受年轻的亚瑟王统治，所以才发动叛变。	3562	-1	0	但是，这种违背骑士美德的事情，像狮心王这样的骑士是决不会做出来的。	3562	-1	0	阿尔芭告诉我狮心王至少有300岁了，确实不会因为国王年轻就叛变。	0	-1	0	（惊讶）300多岁？！这怎么……啊，这不是重点，依您所说，反而更确定了我与亚瑟王的推测。	3562	-1	0	我们推测狮心王是受到某种指引才叛变的。	3562	-1	0	指引？	0	-1	0	嗯，狮心王的军队直指王城，沿途只占领必要的关卡与城市。看起来不像是要叛变，更像是敢死队。	3562	-1	0	所以亚瑟王认为狮心王是受到某种指引来取他性命的，也因此狮心王轻易接下了亚瑟王的挑战。	3562	-1	0	至于指引是一场骗局，还是另有原因，就不得而知了。	3562	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
425	新81级任务19交	0	0	0		0	指引啊……那么？亚瑟王又是怎么打败狮心王的呢？据我所知，即使其他十一个银翼骑士一起上，也不一定能战胜当时的狮心王。	0	-1	0	（微微鞠了一躬）说来惭愧，这件事上我没能为亚瑟王帮上一点忙。狮心王死后，我也问过亚瑟王，他说这不是光彩的事情，并没有告诉我。	3562	-1	0	但是，在决斗的前几天，亚瑟王多次前往教会，恐怕是教会帮助了他。	3562	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
426	新81级任务20接	0	0	0		0	说到罗兰度，攻城器已经完成，米恩的药水准备的也差不多了。	3562	-1	0	我收到王城的魔法传信，那里已经坚持不了多久了，我们需要立刻行动！	3562	-1	0	将药水分发给士兵们，使用方法路上再说说。等我做完动员，我们就立刻出发。	3562	-1	630		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
427	新81级任务20交	0	0	0		0	真是精彩的演讲，我都热血沸腾了。	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
428	新81级任务21接	0	0	0	NpcSet:FindNpcByTemplateID(3562):TalkAroundID(1080,0)	0	现在，咱们出发吧！	3562	80	0	等等，我也要去！	46	-1	0	阿尔芭！你心情好点了么？	0	-1	0	嗯，好多了，就像温德索尔说的，现在不是悲伤的时候。	46	-1	0	为了自己的信仰，为了死去的同伴，更为了这个世界，我要努力的去战斗！	46	-1	0	（敬礼）您说的太对了，向您崇高的骑士精神致敬。	3562	80	0	太好了，我还挺担心你呢。	0	-1	0	要死啦，再早八百年也轮不到你担心我，倒是你别一不小心就挂了。	46	-1	0	没关系，你会保护我的。	0	-1	0	（甩甩手）是是是，我都替你档多少次刀了，不差这一回，现在想来，我竟然还活着，真是个奇迹啊。	46	-1	0	<C=53>	0	-1	0	……<C=76>对不起……	0	-1	0	好了，别说那些没用的，现在向罗兰度进发，全军出击！！！	46	-1	0		0	-1	0		0	-1
429	新81级任务21交	0	0	0		0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
430	新81级任务22接	0	0	0	NpcSet:FindNpcByTemplateID(3562):TalkAroundID(1081,0)	0	我衷心的感谢您对我们的帮助，在此致以崇高的敬意！	3562	80	0	不，我只是做了该做的事情。	0	-1	0	事情还没结束，我被命令留在这里，防御并击溃残留的兽人。	3562	-1	0	虽然很想挽留您继续帮助我，但我相信您还有更重要的事。 	3562	-1	0	我必须去找飓风骑士。但是你一个人真的没问题？	0	-1	0	我可不是一个人，我还有我信赖的部下！	3562	-1	0	而且，飓风骑士就在罗兰度，我相信那位大人更需要您的帮助。	3562	-1	0	好吧，那么，保重！	0	-1	0	保重！	3562	80	0	快走啦，磨磨唧唧的。	46	-1	0	哈哈哈，阿尔芭小姐您也要保重啊！	3562	-1	0	（挥手）知道了，你也别死了。	46	-1	0		0	-1	0		0	-1	0		0	-1
431	新81级任务22交	0	0	0		0	你，对，就是你，过来报告！	3617	-1	0	报告？<C=48>	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
432	新81级任务1接	0	0	0	NpcSet:FindNpcByTemplateID(46):TalkAroundID(1086,0)	0	走，问问他去。	46	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
433	新81级任务1交	0	0	0		0	温德索尔阁下！你怎么会在这里？	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
434	新81级任务9接	0	0	0	NpcSet:FindNpcByTemplateID(48):TalkAroundID(1087,0)	0	你快去找骑士长吧。	48	80	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
435	新81级任务9交	0	0	0		0	要出击了么？	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
436	新81级任务补接	0	0	0		0	阿尔芭小姐身为银翼骑士或许知道些什么。	3562	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
437	新81级任务补交	0	0	0		0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
438	85-90任务1接	0	0	0		0	这个家伙在那里擅自命令别人是干什么啊？	0	-1	0	<C=57>昂森纳还是老样子，无视就好了。	52	-1	0	<C=53>这没法无视好么！他不就是我们要找的银翼骑士么？	0	-1	0	一再无视长官的命令，来人！把这家伙拖出去军法处置！	3617	-1	0	喂，昂森纳，你要是把他拖出去宰了，我是会很头疼的。	52	-1	0	哟，这不是女娃骑士么？	3617	-1	0	<C=64>都说几次了，不要叫我女娃。	52	-1	0	哈哈哈~~~，女娃就是女娃，不然叫什么？	3617	-1	0	<C=64>可恶！	52	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
439	85-90任务1交	0	0	0		0	昂森纳阁下，您是特意在这里等我们的么？	0	-1	0	等你们？不，老夫现在是将军，而这里已经成为指挥中心了。	3617	-1	0	拿一个集市当指挥中心？	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
440	85-90任务2接	0	0	0	NpcSet:FindNpcByTemplateID(3617):TalkAroundID(1105,0)	0	集市之所以是集市，正是因为它拥有四通八达的交通啊！	3617	-1	0	罗兰度是离王城最近的集市，世界各地物资与援军都可以运到这里。	3617	-1	0	在这里，无论是支援王城，还是进攻敌人，都十分方便。	3617	-1	0	哇~，长知识了！	0	-1	0	（沉思）不过，罗兰度周围的敌人还没有清理干净，很多条支援线都没打通……	3617	-1	0	（突然眼冒精光的看着你）你就是伊利斯一直说的弟子？	3617	-1	0	啊……嗯，就是我。（被这样盯着心里毛毛的）	0	-1	0	你去消灭这几个地点的敌人，让老夫看看你是否配得上银翼骑士的名号。	3617	-1	0	可是……	0	-1	0	这是命令！现在！立刻！！马上去！！！	3617	-1	0	<C=53>哇啊啊啊啊啊！！！	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
441	85-90任务2交	0	0	0		0	回来了啊……来人！把这家伙拖出去军法处置！	3617	-1	0	<C=53>为什么完成了任务也要被军法处置啊？	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
442	85-90任务3接	0	0	0		0	不错，比老夫预计完成的时间早了一会儿，老夫很满意。	3617	-1	0	那就好（根本就没想到我能完成吧，刽子手都准备好了）。	0	-1	0	路上有很多援军正在赶过来，我们现在可以开始反攻了吧？	0	-1	0	现在？！小娃，你太瞧不起老夫了，为将者应深谋远虑！	3617	-1	0	我早在启程时就向各地发出了进攻的命令。那些小娃也十分听话，各处的黑暗教会都遭受了重创。	3617	-1	0	也就是说，我们已经占据了优势。	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
443	85-90任务3交	0	0	0		0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
444	85-90任务4接	0	0	0	NpcSet:FindNpcByTemplateID(3617):TalkAroundID(1106,0)	0	不过，罗兰度刚刚被攻下，还有很多事需要去处理。	3617	-1	0	罗兰度周边是不死族的领地，必须除掉这个威胁。	3617	-1	0	小娃，你去破坏他们的重要设施，让老夫之后的进攻更顺利。	3617	-1	0	好的。	0	-1	0	要说遵命！挺胸！收腹！！大声喊！！！	3617	-1	0	<C=53>遵……遵命！！！	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
445	85-90任务4交	0	0	0		0	我回来了。	0	-1	0	回来要喊报告。	3617	-1	0	也不需要这么认真吧？	0	-1	0	稍息！立正~~！	3617	-1	0	（你不由自主的按照命令动了起来）报告！	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
446	85-90任务5接	0	0	0		0	这场骚动够敌人忙上一阵的。	3617	-1	0	现在罗兰度已将各个地区串联了起来，不再各自为战。可以说，老夫已经锁定胜局了。	3617	-1	0	只要等到援军到位，便可以发动总攻！	3617	-1	0	昂森纳阁下真是神机妙算，是因为有预言石的原因么？	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
447	85-90任务5交	0	0	0		0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
448	85-90任务6接	0	0	0		0	你的意思是老夫在依靠外物么？这是对老夫的侮辱！来人！把这家伙拖出去军法处置！	3617	-1	0	<C=53>又来？	0	-1	0	你们别总是吵吵嚷嚷的好么？<PL=N>，昂森纳是不可能使用预言石的。	52	-1	0	为什么不能用？	0	-1	0	早在三代之前，飓风骑士这一脉就失去了大部分的女神力量。	52	-1	0	哼，愚蠢的个人英雄主义。老夫的祖先曾经挑战强大的巨人，结果身受重伤，失去了大部分力量。	3617	-1	0	女神消失后，银翼骑士的神力就变得容易受外力的影响，尤其是受伤。	52	-1	0	总之，老夫体内的女神之力不足以让老夫发动预言之力。	3617	-1	0	所以老夫所做的一切，都是靠老夫的智慧，懂了么，小娃？	3617	-1	0	嗯，那我就放心了。那么请昂森纳阁下把预言石交给在下。	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
449	85-90任务6交	0	0	0		0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
450	85-90任务7接	0	0	0	NpcSet:FindNpcByTemplateID(3617):TalkAroundID(1107,0)	0	拒……拒绝？！我们可是要用预言石救女神的！	0	-1	0	老夫知道，但就算你们救出女神又能怎样？	3617	-1	0	现在魔王重现于世，女神又在哪里？承认吧，女神封印魔王失败了！	3617	-1	0	那是因为……	0	-1	0	好了，不要再说了，公爵那边好像有些事情，你去看看。	3617	-1	0	可是……	0	-1	0	多说无益！反对！否决！！不可能！！！	3617	-1	0	（唉，只能先去公爵那里再想办法了。）	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
451	85-90任务7交	0	0	0		0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
452	85-90任务8接	0	0	0	NpcSet:FindNpcByTemplateID(53):TalkAro1108,0undID()	0	整天跟一群粗俗的士兵待在这里，真是让人难受啊。	53	-1	0	公爵阁下不是应该待在王城吗？为什么来到这里了？	0	-1	0	<C=73>我现在是后勤总指挥，公主殿下亲自任命的哟！	53	-1	0	不过，我为什么要听那个老头的使唤？什么银翼骑士，比我这个公爵还了不起么？<C=64>	53	-1	0	总之，我在这里接待前来支援或避难的贵族，并且清点物资。	53	-1	0	别以为这很容易，像你这种平民，八成连贵族的名字都记不住。	53	-1	0	<C=48>名字什么的怎样都好。	0	-1	0	昂森纳说你遇到了麻烦，也许我可以帮助你。	0	-1	0	是这样，有位伯爵本应该三天前就带着援军到这里了。	53	-1	0	但现在连个报信的都没来，你沿着他的必经之路找找看。	53	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
453	85-90任务8交	0	0	0		0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
454	85-90任务9接	0	0	0	NpcSet:FindNpcByTemplateID(53):TalkAroundID(1109,0)	0	伯爵说他的军队被黑暗教会袭击了，只有他和随行的雷霆骑士逃了出来。	53	-1	0	雷霆骑士杰尔贝姆！十二个银翼骑士之一？	0	-1	0	应该就是他。他和伯爵本想救出被俘的军人，结果那些军人已经被邪恶的仪式献祭了。	53	-1	0	雷霆骑士他们也因此错失了逃脱的时机，逃不出包围，只能东躲西藏，最后两人也走散了。	53	-1	0	恐怕雷霆骑士还在那里！我们去找找看。	52	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
455	85-90任务9交	0	0	0		0	昂森纳阁下，不好了，雷霆骑士被杀害了！	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
456	85-90任务10接	0	0	0	NpcSet:FindNpcByTemplateID(3617):TalkAroundID(1110,0)	0	你的同伴死掉了啊！你表现的也太冷静了！	0	-1	0	这就是战争，相信老夫，老夫已经见证过太多的同伴死去了。	3617	-1	0	昂森纳阁下，为了您的安全，我希望您把预言石交给我！	0	-1	0	老夫是那种贪生怕死的人么？身为将军，自有护卫保护。你与其在意老夫的安全，不如想想怎么为死去的人报仇吧。	3617	-1	0	黑暗教会集结了兽人和不死族的大军，准备与我们展开会战。这次如果胜利，那敌人就再也没翻身的机会了。	3617	-1	0	现在拿好你的武器，随军出战！	3617	-1	0	遵命！	0	-1	0	你好像越来越习惯了……	52	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
457	85-90任务10交	0	0	0		0	狮心王果然出现了。	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
458	85-90任务11接	0	0	0		0	不过，狮心王毕竟只有一人，对战斗的影响有限。	3617	-1	0	真正导致我们失败的，是敌人的数量比预估的要多近一倍！	3617	-1	0	虽然敌人多是不死族，只要有尸体就能制造，但是也不可能平白无故的冒出这么多来。	0	-1	0	我从一些不死族的身上感觉到狮心王和巫妖礼赞的双重力量。	52	-1	0	巫妖礼赞不是被我破坏了么？	0	-1	0	我推测，巫妖礼赞不光没有被彻底破坏，还将只能复活强者的禁制打破了。	52	-1	0	很可能献祭伯爵的军队，就是为了让巫妖礼赞与狮心王结合，依靠狮心王的力量复活了大量死者。	52	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
459	85-90任务11交	0	0	0		0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
460	85-90任务12接	0	0	0		0	那狮心王岂不是变得更厉害了？	0	-1	0	事实上，现在的狮心王比他生前要弱，应该是巫妖礼赞的复活能力分散了他的力量吧。	3617	-1	0	听起来你好像很了解狮心王。	0	-1	0	当然，老夫当年和他一起攻打王城，差点就成功了！	3617	-1	0	你和狮心王一起背叛了亚瑟王！	0	-1	0	背叛？老夫可不记得效忠过他。	3617	-1	0	……你们是高贵的骑士，为什么要杀亚瑟王？	0	-1	0	就是因为你一直想要的预言石啊。	3617	-1	0	预言石预言亚瑟王将是复活魔王的最大的关键，所以狮心王决定杀死他来阻止魔王的复活。	3617	-1	0	不愿制造太多杀戮的狮心王找到老夫，要老夫帮他制定一个牺牲最小的进攻计划。	3617	-1	0	计划很完美，要不是狮心王接受那可笑的决斗，现在就没这么多麻烦事了。	3617	-1	0	听信预言的狮心王不但没有达成目的，反而成为了魔王复活的最大推手。	3617	-1	0		0	-1	0		0	-1	0		0	-1
461	85-90任务12交	0	0	0		0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
462	85-90任务13接	0	0	0	NpcSet:FindNpcByTemplateID(3617):TalkAroundID(1111,0)	0	……	0	-1	0	那你知道狮心王是怎么被打败的么？	0	-1	0	不知道，狮心王坚持单独赴会，所以没人知道事情的经过。	3617	-1	0	……要是知道当时发生了什么，也许……	0	-1	0	等你活过今天再想吧，算算时间敌人也该攻过来了。	3617	-1	0	走吧，随老夫去征战杀敌！	3617	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
463	85-90任务13交	0	0	0		0	我们成功击退了他们！	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
464	85-90任务14接	0	0	0		0	这只是第一波攻击。而且刚才侦察兵来报告说，大多数支援线被切断了，剩下的几条，失守也只是时间的问题。	3617	-1	0	……昂森纳阁下，我再一次请求你将预言石交给我！	0	-1	0	我要立刻赶往解救女神，也许她有办法解决这次危机。	0	-1	0	哼，又是这种可笑的个人英雄主义。	3617	-1	0	你，女神，还有狮心王，都是一个样！	3617	-1	0	女神希望靠她一个人封印魔王，结果魔王依然在世界上作恶，而她本人却陷入了危机！	3617	-1	0	狮心王希望靠他一个人阻止魔王复活，结果造成的只有反效果，遗体更被亵渎！	3617	-1	0	而你现在想怎样？靠自己一个人拯救一切？真是笑死人了！	3617	-1	0	你注定和他们一样失败！	3617	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
465	85-90任务14交	0	0	0		0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
466	85-90任务15接	0	0	0		0	……	0	-1	0	不，你只是希望别人按照你的意志去行动，这是虚伪的团结！	0	-1	0	一派胡言，来人！把这家伙拖出去军法处置！	3617	-1	0	而且，我从来不认为我是一个人！	0	-1	0	……	3617	-1	0	我的导师将我这个拥有魔王灵魂的孩子养大。	0	-1	0	冒险中，阿尔芭也救过我不止一次。	0	-1	0	还有欧若拉，伊苏，米恩……很多人都给过我帮助。	0	-1	0	而在他们需要帮助时，我也不会袖手旁观！	0	-1	0	正是我们相互依靠，才能一路走到现在。这才是真正的团结！	0	-1	0	我们彼此信任，相信我们在做正确的事，而这件事就是拯救女神。	0	-1	0	所以，我恳请昂森纳阁下也信任我，将预言石交给在下。	0	-1	0	（你向昂森纳深深的鞠了一躬。）	0	-1	0		0	-1	0		0	-1
467	85-90任务15交	0	0	0		0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
468	85-90任务16接	0	0	0	NpcSet:FindNpcByTemplateID(3617):TalkAroundID(1112,0)	0	……现在即使给你预言石，你也无法离开。	3617	-1	0	罗兰度处于半包围的状态，出去的话很可能被敌人抓到。	3617	-1	0	那我们该如何是好？	0	-1	0	老夫需要保证补给线，还有和王城的通路畅通。只要有补给，现在的兵力就够罗兰度和王城撑一段时间的。	3617	-1	0	你就去负责补给线吧，如果完成，老夫可以考虑将预言石给你。	3617	-1	0	太好了，阿尔芭你听见了么？咦？阿尔芭你怎么哭了？	0	-1	0	<C=58>你刚才说的太感人了，不枉我替你挡刀。	52	-1	0	<C=48>你这个说法很破坏气氛啊。	0	-1	0	总之，我们去保护补给线吧。	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
469	85-90任务16交	0	0	0		0	士兵们正在补给线上建立防御工事，应该很安全。	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
470	85-90任务17接	0	0	0	NpcSet:FindNpcByTemplateID(3617):TalkAroundID(1113,0)	0	给，这是你要的预言石。	3617	-1	0	怎么有两块？	0	-1	0	另一块是狮心王的，他决斗前托付给了老夫。	3617	-1	0	太棒了，谢谢您。	0	-1	0	别误会，老夫只是觉得救女神来解围是个可行的方案，才不是因为你那堆屁话。	3617	-1	0	不过，想离开罗兰度还有些麻烦。在前往王城的必经之路上驻扎了一支敌军。	3617	-1	0	老夫需要你们去骚扰他们的营地。成功后，老夫的军队就会进攻，而你们自行离开就成了。	3617	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
471	85-90任务17交	0	0	0		0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
472	85-90任务18接	0	0	0	NpcSet:FindNpcByTemplateID(3617):TalkAroundID(1114,0)	0	（你向昂森纳解释了原由。）	0	-1	0	黑暗阿尔芭为什么会攻击自己人！	0	-1	0	不知道，但一定不会是好事。	52	-1	0	会不会是她良心发现了，毕竟她是你的分身。	0	-1	0	不可能啦，她是用我的负面情绪做成的，很坏很坏的那种。	52	-1	0	（叉腰）就因为这样，才有这么纯洁聪慧的我站在你这个笨蛋面前。	52	-1	0	（那你以前得有多坏啊？不过现在依然很毒舌……）	0	-1	0	总觉得不能放任她不管，我们追上去吧。	0	-1	0	正有此意！话说，你越来越懂我了，终于成为了一个合格的跟班了！	52	-1	0	（难道一直以来我都是在跟着你转么？）	0	-1	0	喔~吼吼吼吼，本大小姐正是美丽的化身，追随我是你的荣幸！	52	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
473	85-90任务18交	0	0	0		0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
474	85-90任务19接	0	0	0		0	发生了一些事情……您知道阿尔芭的导师是怎么死的么？	0	-1	0	这个问题问阿尔芭本人不是更清楚一些么？	3617	-1	0	（你将遗迹中发生的事情告诉了昂森纳。）	0	-1	0	之后，阿尔芭就变得十分消沉，问她什么，她都不说。	0	-1	0	这个嘛……阿尔芭是三年前出现在我们面前的，她说他的师父被黑暗教会杀害了。	3617	-1	0	不过，阿尔芭的导师——怒涛骑士的传承方式是力量传递，杀死他来夺得力量也不是不可能。	3617	-1	0	……	0	-1	0	……老夫认识女娃骑士已经三年了，她内心充满正义。	3617	-1	0	老夫相信即使她真的做了这种事，也一定有什么苦衷。	3617	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
475	85-90任务19交	0	0	0		0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
